民國年,縣市,期作,收購類型,收購量(公噸)
112,南投縣,二期,輔導收購,15.2
112,南投縣,二期,餘糧收購,1.5
112,雲林縣,一期,計畫收購,34465.7
112,雲林縣,一期,輔導收購,19068.3
112,雲林縣,一期,餘糧收購,19665.1
112,雲林縣,二期,計畫收購,3893.7
112,雲林縣,二期,輔導收購,218.8
112,雲林縣,二期,餘糧收購,16.0
112,嘉義縣,一期,計畫收購,10683.8
112,嘉義縣,一期,輔導收購,4959.6
112,嘉義縣,一期,餘糧收購,2089.6
112,嘉義縣,二期,計畫收購,1058.2
112,嘉義縣,二期,輔導收購,18.7
112,屏東縣,一期,計畫收購,1349.5
112,屏東縣,一期,輔導收購,359.3
112,屏東縣,一期,餘糧收購,33.2
112,屏東縣,二期,計畫收購,4.6
112,屏東縣,二期,輔導收購,1.9
112,屏東縣,二期,餘糧收購,1.8
112,臺東縣,一期,計畫收購,336.2
112,臺東縣,一期,輔導收購,154.9
112,臺東縣,一期,餘糧收購,77.0
112,臺東縣,二期,計畫收購,57.5
112,臺東縣,二期,輔導收購,26.6
112,花蓮縣,一期,計畫收購,875.2
112,花蓮縣,一期,輔導收購,280.4
112,花蓮縣,一期,餘糧收購,80.3
112,花蓮縣,二期,計畫收購,300.8
112,花蓮縣,二期,輔導收購,60.9
112,花蓮縣,二期,餘糧收購,5.7
112,新竹市,一期,計畫收購,506.7
112,新竹市,一期,輔導收購,305.6
112,新竹市,一期,餘糧收購,615.3
112,新竹市,二期,計畫收購,188.9
112,嘉義市,一期,計畫收購,322.2
112,嘉義市,一期,輔導收購,181.2
112,嘉義市,一期,餘糧收購,193.4
112,嘉義市,二期,計畫收購,143.7
112,嘉義市,二期,輔導收購,2.2
113,新北市,一期,計畫收購,105.6
113,新北市,一期,輔導收購,57.2
113,新北市,一期,餘糧收購,67.2
113,桃園市,一期,計畫收購,13850.7
113,桃園市,一期,輔導收購,8016.4
113,桃園市,一期,餘糧收購,8138.1
113,桃園市,二期,計畫收購,419.6
113,桃園市,二期,輔導收購,103.5
113,桃園市,二期,餘糧收購,3.3
113,臺中市,一期,計畫收購,11519.5
113,臺中市,一期,輔導收購,6556.4
113,臺中市,一期,餘糧收購,6549.6
113,臺中市,二期,計畫收購,1686.2
113,臺中市,二期,輔導收購,339.6
113,臺中市,二期,餘糧收購,34.5
113,臺南市,一期,計畫收購,9397.5
113,臺南市,一期,輔導收購,5179.4
113,臺南市,一期,餘糧收購,8199.5
113,臺南市,二期,計畫收購,1366.1
113,臺南市,二期,輔導收購,56.0
113,臺南市,二期,餘糧收購,5.5
113,高雄市,一期,計畫收購,2571.9
113,高雄市,一期,輔導收購,1441.0
113,高雄市,一期,餘糧收購,1605.2
113,高雄市,二期,計畫收購,54.5
113,高雄市,二期,輔導收購,28.1
113,高雄市,二期,餘糧收購,33.3
113,宜蘭縣,一期,計畫收購,16053.3
113,宜蘭縣,一期,輔導收購,7483.3
113,宜蘭縣,一期,餘糧收購,1566.4
113,新竹縣,一期,計畫收購,5247.3
113,新竹縣,一期,輔導收購,2950.9
113,新竹縣,一期,餘糧收購,1977.3
113,新竹縣,二期,計畫收購,1058.0
113,新竹縣,二期,輔導收購,1.2
113,苗栗縣,一期,計畫收購,8321.5
113,苗栗縣,一期,輔導收購,3900.0
113,苗栗縣,一期,餘糧收購,114.3
113,苗栗縣,二期,計畫收購,1564.0
113,苗栗縣,二期,輔導收購,78.7
113,彰化縣,一期,計畫收購,19170.8
113,彰化縣,一期,輔導收購,9552.3
113,彰化縣,一期,餘糧收購,8731.5
113,彰化縣,二期,計畫收購,2860.7
113,彰化縣,二期,輔導收購,61.6
113,彰化縣,二期,餘糧收購,1.8
113,南投縣,一期,計畫收購,473.8
113,南投縣,一期,輔導收購,217.9
113,南投縣,一期,餘糧收購,381.7
113,南投縣,二期,計畫收購,147.2
113,南投縣,二期,輔導收購,4.4
113,南投縣,二期,餘糧收購,0.5
113,雲林縣,一期,計畫收購,32812.6
113,雲林縣,一期,輔導收購,18192.7
113,雲林縣,一期,餘糧收購,22213.1
113,雲林縣,二期,計畫收購,1697.5
113,雲林縣,二期,輔導收購,17.2
113,雲林縣,二期,餘糧收購,1.3
113,嘉義縣,一期,計畫收購,21320.1
113,嘉義縣,一期,輔導收購,12012.6
113,嘉義縣,一期,餘糧收購,15197.3
113,嘉義縣,二期,計畫收購,2093.7
113,嘉義縣,二期,輔導收購,14.7
113,嘉義縣,二期,餘糧收購,1.6
113,屏東縣,一期,計畫收購,1723.0
113,屏東縣,一期,輔導收購,716.6
113,屏東縣,一期,餘糧收購,188.6
113,屏東縣,二期,計畫收購,6.1
113,臺東縣,一期,計畫收購,339.9
113,臺東縣,一期,輔導收購,158.8
113,臺東縣,一期,餘糧收購,67.4
113,臺東縣,二期,計畫收購,37.8
113,臺東縣,二期,輔導收購,14.9
113,花蓮縣,一期,計畫收購,777.0
113,花蓮縣,一期,輔導收購,246.4
113,花蓮縣,一期,餘糧收購,64.5
113,花蓮縣,二期,計畫收購,173.1
113,花蓮縣,二期,輔導收購,33.5
113,花蓮縣,二期,餘糧收購,1.7
113,新竹市,一期,計畫收購,502.1
113,新竹市,一期,輔導收購,223.0
113,新竹市,二期,計畫收購,104.6
113,嘉義市,一期,計畫收購,638.5
113,嘉義市,一期,輔導收購,379.1
113,嘉義市,一期,餘糧收購,720.6
113,嘉義市,二期,計畫收購,72.3
113,嘉義市,二期,輔導收購,10.3
114,新北市,一期,計畫收購,176.9
114,新北市,一期,輔導收購,82.1
114,新北市,一期,餘糧收購,3.2
114,桃園市,一期,計畫收購,21921.3
114,桃園市,一期,輔導收購,13112.5
114,桃園市,一期,餘糧收購,240.2
114,桃園市,二期,計畫收購,1250.0
114,桃園市,二期,輔導收購,648.4
114,桃園市,二期,餘糧收購,3.6
114,臺中市,一期,計畫收購,17005.4
114,臺中市,一期,輔導收購,10401.5
114,臺中市,一期,餘糧收購,3.7
114,臺中市,二期,計畫收購,4798.5
114,臺中市,二期,輔導收購,1534.3
114,臺中市,二期,餘糧收購,0.2
114,臺南市,一期,計畫收購,11509.4
114,臺南市,一期,輔導收購,1565.4
114,臺南市,一期,餘糧收購,3.9
114,臺南市,二期,計畫收購,129.9
114,臺南市,二期,輔導收購,0.6
114,高雄市,一期,計畫收購,3752.5
114,高雄市,一期,輔導收購,1849.2
114,高雄市,一期,餘糧收購,10.5
114,高雄市,二期,計畫收購,59.7
114,高雄市,二期,輔導收購,24.7
114,高雄市,二期,餘糧收購,0.4
114,宜蘭縣,一期,計畫收購,23941.2
114,宜蘭縣,一期,輔導收購,2485.7
114,宜蘭縣,一期,餘糧收購,20.6
114,新竹縣,一期,計畫收購,7455.2
114,新竹縣,一期,輔導收購,4185.9
114,新竹縣,一期,餘糧收購,0.1
114,新竹縣,二期,計畫收購,1909.3
114,新竹縣,二期,輔導收購,161.1
114,苗栗縣,一期,計畫收購,11441.0
114,苗栗縣,一期,輔導收購,4817.2
114,苗栗縣,二期,計畫收購,4437.4
114,苗栗縣,二期,輔導收購,828.5
114,苗栗縣,二期,餘糧收購,0.0
114,彰化縣,一期,計畫收購,27549.3
114,彰化縣,一期,輔導收購,8552.3
114,彰化縣,一期,餘糧收購,3.9
114,彰化縣,二期,計畫收購,4802.7
114,彰化縣,二期,輔導收購,293.5
114,彰化縣,二期,餘糧收購,0.3
114,南投縣,一期,計畫收購,518.8
114,南投縣,一期,輔導收購,192.8
114,南投縣,一期,餘糧收購,0.2
114,南投縣,二期,計畫收購,205.5
114,南投縣,二期,輔導收購,9.5
114,南投縣,二期,餘糧收購,0.2
114,雲林縣,一期,計畫收購,44733.8
114,雲林縣,一期,輔導收購,20560.0
114,雲林縣,一期,餘糧收購,5.0
114,雲林縣,二期,計畫收購,2988.9
114,雲林縣,二期,輔導收購,41.3
114,嘉義縣,一期,計畫收購,27934.6
114,嘉義縣,一期,輔導收購,6280.6
114,嘉義縣,一期,餘糧收購,0.7
114,嘉義縣,二期,計畫收購,1322.0
114,嘉義縣,二期,輔導收購,7.0
114,屏東縣,一期,計畫收購,1170.5
114,屏東縣,一期,輔導收購,277.6
114,屏東縣,一期,餘糧收購,1.8
114,臺東縣,一期,計畫收購,412.3
114,臺東縣,一期,輔導收購,113.5
114,臺東縣,一期,餘糧收購,0.6
114,臺東縣,二期,計畫收購,68.0
114,臺東縣,二期,輔導收購,2.2
114,花蓮縣,一期,計畫收購,887.4
114,花蓮縣,一期,輔導收購,238.9
114,花蓮縣,一期,餘糧收購,5.5
114,花蓮縣,二期,計畫收購,245.2
114,花蓮縣,二期,輔導收購,55.5
114,花蓮縣,二期,餘糧收購,0.9
114,新竹市,一期,計畫收購,694.2
114,新竹市,一期,輔導收購,269.5
114,新竹市,二期,計畫收購,216.5
114,新竹市,二期,輔導收購,3.1
114,嘉義市,一期,計畫收購,937.0
114,嘉義市,一期,輔導收購,611.6
114,嘉義市,一期,餘糧收購,0.0
114,嘉義市,二期,計畫收購,65.2
114,嘉義市,二期,輔導收購,3.8
