民國年,期作,縣市,收穫期市價(元/公斤),輔導公告價(元/公斤),輔導價差(元/公斤),計畫+輔導收購量(公噸),餘糧收購量(公噸),稻穀產量(公噸),收購占比%
88,1,南投縣,18.073,18.00,-0.073,5741.2,0.0,19963.4,28.759
88,1,台中市,17.610,18.00,0.390,33155.2,0.0,115513.8,28.702
88,1,台南市,17.927,18.00,0.073,17804.1,0.0,141122.1,12.616
88,1,台東縣,18.643,18.00,-0.643,3911.8,0.0,32520.5,12.029
88,1,嘉義市,18.003,18.00,-0.003,1808.0,0.0,5772.0,31.324
88,1,嘉義縣,18.003,18.00,-0.003,34125.1,0.0,125128.8,27.272
88,1,宜蘭縣,18.133,18.00,-0.133,25601.5,0.0,63210.2,40.502
88,1,屏東縣,18.047,18.00,-0.047,5461.9,0.0,38163.0,14.312
88,1,彰化縣,18.097,18.00,-0.097,34618.4,0.0,200945.5,17.228
88,1,新竹市,17.630,18.00,0.370,1540.4,0.0,10047.5,15.331
88,1,新竹縣,17.570,18.00,0.430,12912.2,0.0,43865.8,29.436
88,1,桃園市,17.850,18.00,0.150,36990.7,0.0,93095.6,39.734
88,1,花蓮縣,18.953,18.00,-0.953,5658.6,0.0,37523.3,15.080
88,1,苗栗縣,17.550,18.00,0.450,16403.0,0.0,53784.9,30.497
88,1,雲林縣,17.933,18.00,0.067,65837.9,0.0,201021.5,32.752
88,1,高雄市,17.297,18.00,0.703,5206.1,0.0,39072.3,13.324
88,2,南投縣,19.335,18.00,-1.335,3111.8,0.0,13274.3,23.442
88,2,台中市,19.810,18.00,-1.810,14986.1,0.0,77642.7,19.301
88,2,台南市,19.830,18.00,-1.830,4685.8,0.0,60659.1,7.725
88,2,台東縣,19.280,18.00,-1.280,1569.8,0.0,29121.4,5.391
88,2,嘉義市,19.820,18.00,-1.820,816.7,0.0,4519.3,18.071
88,2,嘉義縣,19.820,18.00,-1.820,8970.6,0.0,84795.5,10.579
88,2,宜蘭縣,18.720,18.00,-0.720,28.4,0.0,881.0,3.224
88,2,屏東縣,19.685,18.00,-1.685,4245.5,0.0,20498.0,20.712
88,2,彰化縣,20.080,18.00,-2.080,7725.4,0.0,122986.5,6.282
88,2,新竹市,18.660,18.00,-0.660,964.6,0.0,7301.4,13.211
88,2,新竹縣,18.660,18.00,-0.660,7113.8,0.0,31672.2,22.461
88,2,桃園市,18.900,18.00,-0.900,21293.5,0.0,62972.4,33.814
88,2,花蓮縣,19.395,18.00,-1.395,3056.1,0.0,32233.0,9.481
88,2,苗栗縣,18.855,18.00,-0.855,7154.8,0.0,42217.5,16.947
88,2,雲林縣,19.865,18.00,-1.865,18224.4,0.0,81184.7,22.448
88,2,高雄市,19.735,18.00,-1.735,3408.3,0.0,17414.1,19.572
90,1,南投縣,17.103,18.00,0.897,6780.7,0.0,18977.4,35.730
90,1,台中市,17.257,18.00,0.743,36751.1,0.0,105687.3,34.773
90,1,台南市,16.970,18.00,1.030,18814.1,0.0,124429.2,15.120
90,1,台東縣,16.920,18.00,1.080,6357.4,0.0,32268.7,19.701
90,1,嘉義市,16.830,18.00,1.170,2154.5,0.0,5520.2,39.029
90,1,嘉義縣,16.830,18.00,1.170,42014.1,0.0,111867.1,37.557
90,1,宜蘭縣,16.843,18.00,1.157,30484.2,0.0,60802.8,50.136
90,1,屏東縣,17.107,18.00,0.893,8987.5,0.0,37995.5,23.654
90,1,彰化縣,17.377,18.00,0.623,35600.7,0.0,188168.6,18.920
90,1,新竹市,17.067,18.00,0.933,2222.2,0.0,9688.5,22.936
90,1,新竹縣,16.827,18.00,1.173,15642.8,0.0,35206.7,44.431
90,1,桃園市,17.067,18.00,0.933,37666.1,0.0,73536.4,51.221
90,1,花蓮縣,16.873,18.00,1.127,9868.7,0.0,36286.1,27.197
90,1,苗栗縣,16.750,18.00,1.250,18824.1,0.0,47587.0,39.557
90,1,雲林縣,17.210,18.00,0.790,73226.1,0.0,176801.7,41.417
90,1,高雄市,17.073,18.00,0.927,7834.0,0.0,36871.8,21.247
90,2,南投縣,19.975,18.00,-1.975,1947.1,0.0,13320.6,14.617
90,2,台中市,20.190,18.00,-2.190,9697.0,0.0,76543.7,12.669
90,2,台南市,19.855,18.00,-1.855,2520.0,0.0,48249.0,5.223
90,2,台東縣,19.780,18.00,-1.780,1458.7,0.0,31831.2,4.583
90,2,嘉義市,19.830,18.00,-1.830,646.6,0.0,3570.8,18.108
90,2,嘉義縣,19.830,18.00,-1.830,6576.1,0.0,70688.7,9.303
90,2,屏東縣,19.965,18.00,-1.965,2352.0,0.0,14281.7,16.469
90,2,彰化縣,20.530,18.00,-2.530,1877.4,0.0,137102.5,1.369
90,2,新竹市,19.695,18.00,-1.695,367.7,0.0,3663.1,10.038
90,2,新竹縣,19.810,18.00,-1.810,3770.1,0.0,25506.0,14.781
90,2,桃園市,19.975,18.00,-1.975,13741.3,0.0,38274.7,35.902
90,2,花蓮縣,19.805,18.00,-1.805,3792.7,0.0,31495.2,12.042
90,2,苗栗縣,19.950,18.00,-1.950,2734.9,0.0,29901.8,9.146
90,2,雲林縣,20.160,18.00,-2.160,14252.8,0.0,80497.7,17.706
90,2,高雄市,19.890,18.00,-1.890,1629.7,0.0,12049.1,13.525
91,1,南投縣,17.503,18.00,0.497,5145.8,0.0,18667.2,27.566
91,1,台中市,17.413,18.00,0.587,28455.1,0.0,108831.6,26.146
91,1,台南市,17.413,18.00,0.587,15807.2,0.0,132870.3,11.897
91,1,台東縣,17.923,18.00,0.077,4811.8,0.0,37280.3,12.907
91,1,嘉義市,17.220,18.00,0.780,1424.2,0.0,6112.3,23.301
91,1,嘉義縣,17.220,18.00,0.780,33907.0,0.0,130293.3,26.024
91,1,宜蘭縣,17.330,18.00,0.670,22752.3,0.0,65755.1,34.602
91,1,屏東縣,17.707,18.00,0.293,5526.3,0.0,36837.9,15.002
91,1,彰化縣,17.747,18.00,0.253,23370.8,0.0,193555.1,12.074
91,1,新竹市,17.207,18.00,0.793,386.3,0.0,4906.2,7.874
91,1,新竹縣,17.207,18.00,0.793,6514.8,0.0,27448.6,23.735
91,1,桃園市,17.423,18.00,0.577,20356.7,0.0,55978.1,36.365
91,1,花蓮縣,17.823,18.00,0.177,7547.2,0.0,38937.5,19.383
91,1,苗栗縣,17.207,18.00,0.793,11716.9,0.0,38921.3,30.104
91,1,雲林縣,17.480,18.00,0.520,65704.9,0.0,198234.5,33.145
91,1,高雄市,17.413,18.00,0.587,5589.3,0.0,37602.3,14.864
91,2,南投縣,15.920,18.00,2.080,2805.1,0.0,13938.4,20.125
91,2,台中市,15.835,18.00,2.165,19554.3,0.0,87905.1,22.245
91,2,台南市,15.820,18.00,2.180,9607.1,0.0,54968.7,17.477
91,2,台東縣,16.320,18.00,1.680,3679.2,0.0,36099.5,10.192
91,2,嘉義市,15.720,18.00,2.280,1272.5,0.0,4196.6,30.322
91,2,嘉義縣,15.720,18.00,2.280,19335.3,0.0,85275.0,22.674
91,2,屏東縣,15.660,18.00,2.340,2612.9,0.0,16523.1,15.814
91,2,彰化縣,16.155,18.00,1.845,18230.1,0.0,133543.3,13.651
91,2,新竹市,15.495,18.00,2.505,749.6,0.0,4494.4,16.679
91,2,新竹縣,15.265,18.00,2.735,5894.5,0.0,22119.5,26.648
91,2,桃園市,15.295,18.00,2.705,13160.7,0.0,32205.4,40.865
91,2,花蓮縣,16.270,18.00,1.730,6285.8,0.0,32676.7,19.236
91,2,苗栗縣,15.295,18.00,2.705,8691.0,0.0,33204.4,26.174
91,2,雲林縣,15.855,18.00,2.145,24314.7,0.0,95702.3,25.407
91,2,高雄市,15.775,18.00,2.225,2966.8,0.0,12550.2,23.639
92,1,南投縣,15.607,18.00,2.393,5918.7,0.0,15978.3,37.042
92,1,台中市,15.607,18.00,2.393,38372.8,0.0,112001.3,34.261
92,1,台南市,15.497,18.00,2.503,21939.3,0.0,108183.9,20.280
92,1,台東縣,16.007,18.00,1.993,7261.1,0.0,37083.5,19.580
92,1,嘉義市,15.567,18.00,2.433,2283.1,0.0,5884.7,38.797
92,1,嘉義縣,15.577,18.00,2.423,45701.6,0.0,121007.1,37.768
92,1,宜蘭縣,15.393,18.00,2.607,27857.9,0.0,61848.5,45.042
92,1,屏東縣,15.613,18.00,2.387,7969.8,0.0,36843.3,21.632
92,1,彰化縣,15.650,18.00,2.350,47171.4,0.0,187834.9,25.113
92,1,新竹市,15.740,18.00,2.260,694.2,0.0,3505.1,19.805
92,1,新竹縣,15.733,18.00,2.267,8316.3,0.0,19271.0,43.154
92,1,桃園市,15.623,18.00,2.377,15406.5,0.0,29592.6,52.062
92,1,花蓮縣,15.750,18.00,2.250,9922.5,0.0,39056.9,25.405
92,1,苗栗縣,15.577,18.00,2.423,19358.6,0.0,42326.2,45.737
92,1,雲林縣,15.493,18.00,2.507,73243.2,0.0,196431.1,37.287
92,1,高雄市,15.580,18.00,2.420,8292.6,0.0,35341.6,23.464
92,2,南投縣,16.525,18.00,1.475,2746.8,0.0,13026.2,21.087
92,2,台中市,16.440,18.00,1.560,17550.0,0.0,80599.1,21.774
92,2,台南市,16.470,18.00,1.530,9424.8,0.0,51947.4,18.143
92,2,台東縣,16.275,18.00,1.725,4085.4,0.0,30382.7,13.446
92,2,嘉義市,16.445,18.00,1.555,1478.1,0.0,4550.4,32.483
92,2,嘉義縣,16.445,18.00,1.555,16490.9,0.0,80457.4,20.496
92,2,屏東縣,16.460,18.00,1.540,1713.7,0.0,12082.1,14.184
92,2,彰化縣,16.735,18.00,1.265,20995.5,0.0,115886.3,18.117
92,2,新竹市,16.185,18.00,1.815,490.1,0.0,2713.6,18.061
92,2,新竹縣,16.155,18.00,1.845,5121.3,0.0,16769.4,30.540
92,2,桃園市,16.350,18.00,1.650,8143.3,0.0,22731.2,35.824
92,2,花蓮縣,16.370,18.00,1.630,2902.1,0.0,31671.5,9.163
92,2,苗栗縣,16.215,18.00,1.785,8312.7,0.0,28242.3,29.434
92,2,雲林縣,16.510,18.00,1.490,19846.9,0.0,92716.2,21.406
92,2,高雄市,16.435,18.00,1.565,2879.8,0.0,7831.7,36.771
93,1,南投縣,17.310,18.00,0.690,5235.7,267.5,17010.8,30.779
93,1,台中市,17.130,18.00,0.870,34435.1,744.8,111819.1,30.795
93,1,台南市,17.163,18.00,0.837,2951.2,0.0,56609.5,5.213
93,1,台東縣,18.010,18.00,-0.010,4078.9,36.1,39564.1,10.310
93,1,嘉義市,17.227,18.00,0.773,1636.4,0.0,5665.7,28.883
93,1,嘉義縣,17.227,18.00,0.773,22364.3,4.6,83453.1,26.799
93,1,宜蘭縣,17.270,18.00,0.730,24548.4,154.5,60894.5,40.313
93,1,屏東縣,17.257,18.00,0.743,5246.8,6.1,37252.2,14.085
93,1,彰化縣,17.293,18.00,0.707,31100.2,121.0,168378.7,18.470
93,1,新竹市,17.607,18.00,0.393,323.8,14.3,2007.9,16.126
93,1,新竹縣,17.713,18.00,0.287,4266.9,50.3,9647.4,44.228
